1751147608.88673	0.0024869441986084
1751147621.90091	1.07922315597534
1751147623.58184	0.00141596794128418
1751147623.58831	0.000452995300292969
1751147623.58831	0.000612974166870117
1751147625.66096	0.00058293342590332
1751147627.5958	0.00148105621337891
1751147646.7478	0.000240087509155273
1751147646.74805	2.50339508056641e-05
1751147646.74851	7.60555267333984e-05
1751147651.59077	0.000694036483764648
1751147652.34002	5.10215759277344e-05
1751147654.47417	0.599784851074219
1751147655.07419	1.50116300582886
1751147656.57556	0.000138044357299805
1751147656.57588	6.50882720947266e-05
1751147656.57625	0.000340938568115234
1751147656.57625	0.00321221351623535
1751147656.57781	0.00506591796875
1751147656.58263	0.00484895706176758
1751147656.58741	0.00609707832336426
1751147656.59251	0.00506401062011719
1751147656.59753	0.00697612762451172
1751147656.6039	0.00487804412841797
1751147656.60865	0.00558781623840332
1751147656.61363	0.0055091381072998
1751147656.61883	0.00551700592041016
1751147656.62431	0.00473785400390625
1751147656.62883	0.00508809089660645
1751147656.63386	0.00532388687133789
1751147656.63895	0.0053260326385498
1751147656.64407	0.00512599945068359
1751147656.64901	0.0052490234375
1751147656.65407	0.00533914566040039
1751147656.65917	0.00529718399047852
1751147656.66427	0.00527596473693848
1751147656.66935	0.0052490234375
1751147656.67435	0.00531196594238281
1751147707.23706	0.00044703483581543
1751147707.23753	0.000204086303710938
1751147707.23787	0.000371217727661133
1751147707.23796	0.000473976135253906
1751147710.91392	0.000701904296875
1751147710.91446	0.000330924987792969
1751147710.91446	0.00289297103881836
1751147714.49493	0.000472068786621094
1751147714.4951	0.00102591514587402
1751147714.49613	3.19480895996094e-05
1751147714.49613	0.00275492668151855
1751147714.49879	0.000168085098266602
1751147716.3949	0.000317096710205078
1751147716.3952	7.20024108886719e-05
1751147716.3952	0.000669002532958984
1751147716.39589	1.69277191162109e-05
1751147716.39591	0.000128030776977539
1751147716.39629	1.9073486328125e-05
1751147716.3963	4.00543212890625e-05
1751147716.3963	0.517385005950928
1751147716.91396	0.000102043151855469
1751147717.36359	4.50611114501953e-05
1751147717.36419	6.29425048828125e-05
1751147717.36426	4.98294830322266e-05
1751147717.74578	9.89437103271484e-05
1751147721.74387	6.89029693603516e-05
1751147721.74404	2.38418579101562e-05
1751147724.2777	0.000229835510253906
1751147728.68849	0.000134944915771484
1751147728.68878	0.000306129455566406
1751147728.69201	0.000245094299316406
1751147728.6921	0.000220060348510742
1751147728.6921	0.00341105461120605
1751147728.69515	0.00563383102416992
1751147728.70047	0.0064089298248291
1751147728.70682	0.00451493263244629
1751147728.71113	0.00475907325744629
1751147728.71565	0.00512290000915527
1751147728.72073	0.00629496574401855
1751147728.72664	0.00569295883178711
1751147728.73198	0.00418496131896973
1751147728.73596	0.00605082511901855
1751147728.74196	0.00516796112060547
1751147728.74697	0.0052189826965332
1751147728.75205	0.00523209571838379
1751147728.75708	0.00530409812927246
1751147728.76216	0.00522613525390625
1751147728.76721	0.00513100624084473
1751147728.77226	0.00522685050964355
1751147728.77729	0.00522494316101074
1751147728.78235	0.00524091720581055
1751147728.78742	0.00518202781677246
1751147728.79245	0.00534200668334961
1751147728.79758	0.00539278984069824
